filename,width,height,class,xmin,ymin,xmax,ymax
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00005_jpeg_jpg.rf.71648c97ab7bd9183be60e29ee41e6a2.jpg,1280,720,player,615,390,667,477
1-fps-2_00326_jpeg_jpg.rf.6d2fcf2381c0e57b73f39033c72cd88b.jpg,398,224,player,132,91,147,116
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00065_jpeg_jpg.rf.9baa438761b3937948feac85c481f3c6.jpg,1280,720,player,954,227,997,320
1-fps-2_00184_jpeg_jpg.rf.fe43edde3700299b32cacf7e1459dbce.jpg,398,224,player,215,83,231,112
1-fps-2_00124_jpeg_jpg.rf.9055e5b3dbd74c1efec2e3f9a6172a67.jpg,398,224,player,191,118,201,146
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00018_jpeg_jpg.rf.80d1c4847eb5ba841c618caf6eb1ea17.jpg,1280,720,player,418,511,468,619
1-fps-2_00363_jpeg_jpg.rf.8981121f2a5b6a8e7ba2098b1ed233c9.jpg,398,224,player,163,196,179,224
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,368,33,380,56
1-fps-2_00275_jpeg_jpg.rf.9768196d8136b827b101e32275a35c33.jpg,398,224,player,104,54,124,83
1-fps-2_00276_jpeg_jpg.rf.4918802f1bd9fddd4add0899d2c5d391.jpg,398,224,player,15,64,34,92
1-fps-2_00184_jpeg_jpg.rf.fe43edde3700299b32cacf7e1459dbce.jpg,398,224,player,8,79,23,106
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,326,97,340,128
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00016_jpeg_jpg.rf.a97c904d4531184145dce9db96503807.jpg,1280,720,player,967,230,1011,297
1-fps-2_00011_jpeg_jpg.rf.f5710d17ac548bac2b9d519f61b34941.jpg,398,224,player,190,95,206,122
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00022_jpeg_jpg.rf.dfdddd68af4d851171f723ce96948103.jpg,1280,720,player,666,234,711,323
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00005_jpeg_jpg.rf.71648c97ab7bd9183be60e29ee41e6a2.jpg,1280,720,player,827,400,884,473
1-fps-2_00192_jpeg_jpg.rf.b038ef05a1ed48a5e0d0e619b91e0995.jpg,398,224,player,151,64,163,88
1-fps-2_00200_jpeg_jpg.rf.2bee9e339b5750cc867417e5ece82949.jpg,398,224,player,110,176,126,211
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00015_jpeg_jpg.rf.ba5b7f304c395e4dda9c720f1a9b2757.jpg,1280,720,player,873,163,909,226
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00064_jpeg_jpg.rf.b5f9e666641cfe9abbad192f4982d5ea.jpg,1280,720,player,726,194,770,283
1-fps-2_00190_jpeg_jpg.rf.7c34e796b39b60186a7785459d8ef391.jpg,398,224,football,125,58,134,67
1-fps-2_00047_jpeg_jpg.rf.25bd4d79e9bf92ddb8bb1b3e40928bed.jpg,398,224,player,264,0,280,26
1-fps-2_00026_jpeg_jpg.rf.f6c3927a069c248c30e0a763e3cc5de7.jpg,398,224,player,338,63,354,91
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00011_jpeg_jpg.rf.9bc9b6b850972861c6a81e673d624091.jpg,1280,720,player,454,256,490,313
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,341,52,355,73
1-fps-2_00718_jpeg_jpg.rf.511fcbac0c36e54b3b0946b9f850f7fb.jpg,398,224,player,149,109,163,139
1-fps-2_00185_jpeg_jpg.rf.a94aab7adf233bdc3e646c2f123d8a16.jpg,398,224,player,240,143,258,177
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00002_jpeg_jpg.rf.87f63e46d5d368bc2274f2a520843a52.jpg,1280,720,player,870,129,908,197
1-fps-2_00010_jpeg_jpg.rf.ba94afc303dd8b3a06544a7dc067e18d.jpg,398,224,player,163,86,184,115
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,193,122,212,154
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00012_jpeg_jpg.rf.5c7b7b7bd7882879f659c31b31c0e9d2.jpg,1280,720,player,473,203,508,272
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00011_jpeg_jpg.rf.9bc9b6b850972861c6a81e673d624091.jpg,1280,720,player,777,265,816,330
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00043_jpeg_jpg.rf.d2c6f6ee5a0fb315cc4e110b16398e8f.jpg,1280,720,player,666,168,719,223
1-fps-2_00035_jpeg_jpg.rf.32fae88ee47ebb1bb1197475101d9cf3.jpg,398,224,player,29,136,47,169
1-fps-2_00190_jpeg_jpg.rf.7c34e796b39b60186a7785459d8ef391.jpg,398,224,player,192,64,208,88
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,169,83,184,112
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00043_jpeg_jpg.rf.d2c6f6ee5a0fb315cc4e110b16398e8f.jpg,1280,720,player,689,372,725,449
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00015_jpeg_jpg.rf.ba5b7f304c395e4dda9c720f1a9b2757.jpg,1280,720,referee,860,299,909,387
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00065_jpeg_jpg.rf.9baa438761b3937948feac85c481f3c6.jpg,1280,720,player,346,328,404,436
1-fps-2_00192_jpeg_jpg.rf.b038ef05a1ed48a5e0d0e619b91e0995.jpg,398,224,player,315,87,330,119
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00060_jpeg_jpg.rf.346ea119f88667ca538c502f238739a3.jpg,1280,720,player,1059,230,1113,347
1-fps-2_00718_jpeg_jpg.rf.511fcbac0c36e54b3b0946b9f850f7fb.jpg,398,224,player,223,60,240,84
1-fps-2_00191_jpeg_jpg.rf.ee386e6daf0b9d5111ab746c8005c763.jpg,398,224,player,191,95,203,124
1-fps-2_00044_jpeg_jpg.rf.58da8590e17687dd05c556d4a2a29fb2.jpg,398,224,player,266,87,284,116
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00011_jpeg_jpg.rf.9bc9b6b850972861c6a81e673d624091.jpg,1280,720,player,918,418,959,494
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00059_jpeg_jpg.rf.07f0d61ebd40bbd77a0f4c24ee57a719.jpg,1280,720,football,408,401,438,431
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,224,52,237,78
1-fps-2_00125_jpeg_jpg.rf.57fb222db7641bcf609afb1dd6aae0f9.jpg,398,224,player,185,99,197,122
1-fps-2_00047_jpeg_jpg.rf.25bd4d79e9bf92ddb8bb1b3e40928bed.jpg,398,224,player,135,133,157,169
1-fps-2_00200_jpeg_jpg.rf.2bee9e339b5750cc867417e5ece82949.jpg,398,224,player,60,96,79,127
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00016_jpeg_jpg.rf.a97c904d4531184145dce9db96503807.jpg,1280,720,player,615,188,654,265
1-fps-2_00200_jpeg_jpg.rf.2bee9e339b5750cc867417e5ece82949.jpg,398,224,player,368,182,389,223
1-fps-2_00275_jpeg_jpg.rf.9768196d8136b827b101e32275a35c33.jpg,398,224,player,1,16,15,41
1-fps-2_00192_jpeg_jpg.rf.b038ef05a1ed48a5e0d0e619b91e0995.jpg,398,224,player,111,73,123,98
1-fps-2_00125_jpeg_jpg.rf.57fb222db7641bcf609afb1dd6aae0f9.jpg,398,224,player,199,118,207,144
1-fps-2_00125_jpeg_jpg.rf.57fb222db7641bcf609afb1dd6aae0f9.jpg,398,224,referee,266,118,279,148
1-fps-2_00198_jpeg_jpg.rf.69a8145776d7b67ceca8185d8be2a0b0.jpg,398,224,player,382,45,394,71
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00045_jpeg_jpg.rf.48653772a7df35c2b1b91efe83a4b92b.jpg,1280,720,player,566,328,599,364
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00022_jpeg_jpg.rf.dfdddd68af4d851171f723ce96948103.jpg,1280,720,player,709,557,760,673
1-fps-2_00030_jpeg_jpg.rf.b81b5d728f85490d894a5a046f553d63.jpg,398,224,player,114,101,126,133
1-fps-2_00176_jpeg_jpg.rf.aeb98e5d1bdee522a341ce18443bf467.jpg,398,224,player,147,87,162,115
1-fps-2_00027_jpeg_jpg.rf.674df20d691ca9a3b2b32719d5f57958.jpg,398,224,player,147,108,159,134
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,9,68,24,95
1-fps-2_00185_jpeg_jpg.rf.a94aab7adf233bdc3e646c2f123d8a16.jpg,398,224,player,234,84,245,115
1-fps-2_00124_jpeg_jpg.rf.9055e5b3dbd74c1efec2e3f9a6172a67.jpg,398,224,player,264,63,275,86
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00051_jpeg_jpg.rf.b9ca8c4e1166f2e8e4a595b2ad56a0f3.jpg,1280,720,player,955,218,1005,290
1-fps-2_00006_jpeg_jpg.rf.7b568d113bc6df4e9b96f76122c5d7ca.jpg,398,224,player,47,98,61,122
1-fps-2_00006_jpeg_jpg.rf.7b568d113bc6df4e9b96f76122c5d7ca.jpg,398,224,player,137,82,149,106
1-fps-2_00212_jpeg_jpg.rf.6f2838e67867943fd86218e3607a4e0b.jpg,398,224,player,239,80,249,107
1-fps-2_00006_jpeg_jpg.rf.7b568d113bc6df4e9b96f76122c5d7ca.jpg,398,224,referee,5,95,18,122
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,597,264,643,357
1-fps-2_00273_jpeg_jpg.rf.d9b6893e154624669dda2d7601749d23.jpg,398,224,player,138,144,157,177
1-fps-2_00356_jpeg_jpg.rf.68daf01718679f2b76487432f9a0eb9e.jpg,398,224,player,336,116,352,150
1-fps-2_00708_jpeg_jpg.rf.45b0c2baa17b567c03172ce81ed1cd93.jpg,398,224,player,90,131,107,160
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00029_jpeg_jpg.rf.c2ca07013e284dcf76879aa91695df38.jpg,1280,720,football,653,205,674,219
1-fps-2_00273_jpeg_jpg.rf.d9b6893e154624669dda2d7601749d23.jpg,398,224,player,51,36,68,63
1-fps-2_00185_jpeg_jpg.rf.a94aab7adf233bdc3e646c2f123d8a16.jpg,398,224,player,48,113,61,143
1-fps-2_00027_jpeg_jpg.rf.674df20d691ca9a3b2b32719d5f57958.jpg,398,224,player,238,98,253,130
1-fps-2_00183_jpeg_jpg.rf.a2808b38ae79fb27829bbfff466b3025.jpg,398,224,player,265,144,287,179
1-fps-2_00185_jpeg_jpg.rf.a94aab7adf233bdc3e646c2f123d8a16.jpg,398,224,player,277,96,291,127
1-fps-2_00192_jpeg_jpg.rf.b038ef05a1ed48a5e0d0e619b91e0995.jpg,398,224,player,44,61,63,83
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00064_jpeg_jpg.rf.b5f9e666641cfe9abbad192f4982d5ea.jpg,1280,720,player,321,402,381,520
1-fps-2_00012_jpeg_jpg.rf.55a318244abfc6f56a1215ce6e1d0646.jpg,398,224,player,232,102,248,127
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,349,146,385,213
1-fps-2_00039_jpeg_jpg.rf.7f5fce9b6ea640dc66714dc5f95a00a5.jpg,398,224,player,136,53,151,76
1-fps-2_00181_jpeg_jpg.rf.4a4b5ff6f27e7d509957ac0ce9bd0a9f.jpg,398,224,player,353,143,372,174
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00018_jpeg_jpg.rf.80d1c4847eb5ba841c618caf6eb1ea17.jpg,1280,720,player,627,192,666,261
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00014_jpeg_jpg.rf.944bb8311f2a212a0ddaf06859dc8eca.jpg,1280,720,player,1006,252,1042,326
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,455,287,512,387
1-fps-2_00326_jpeg_jpg.rf.6d2fcf2381c0e57b73f39033c72cd88b.jpg,398,224,player,36,81,52,111
1-fps-2_00192_jpeg_jpg.rf.b038ef05a1ed48a5e0d0e619b91e0995.jpg,398,224,player,91,62,104,86
1-fps-2_00279_jpeg_jpg.rf.7b2ebbc22cc6cf263b955ca7bdb68306.jpg,398,224,player,86,66,99,90
1-fps-2_00708_jpeg_jpg.rf.45b0c2baa17b567c03172ce81ed1cd93.jpg,398,224,football,102,154,110,162
1-fps-2_00181_jpeg_jpg.rf.4a4b5ff6f27e7d509957ac0ce9bd0a9f.jpg,398,224,player,205,94,216,123
1-fps-2_00030_jpeg_jpg.rf.b81b5d728f85490d894a5a046f553d63.jpg,398,224,player,198,103,210,134
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00065_jpeg_jpg.rf.9baa438761b3937948feac85c481f3c6.jpg,1280,720,player,1156,386,1209,492
1-fps-2_00278_jpeg_jpg.rf.c5955f23015cd3e673128d993a145c64.jpg,398,224,player,107,165,127,204
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00004_jpeg_jpg.rf.8fa79330342c04aa233fd11fd1529002.jpg,1280,720,player,49,214,97,308
1-fps-2_00354_jpeg_jpg.rf.67ab382f5323fb05f5dd473036b6c496.jpg,398,224,player,0,22,9,44
1-fps-2_00283_jpeg_jpg.rf.fd632edb32d63c535b90395df1279f96.jpg,398,224,player,108,24,119,42
1-fps-2_00200_jpeg_jpg.rf.2bee9e339b5750cc867417e5ece82949.jpg,398,224,referee,267,101,285,129
1-fps-2_00198_jpeg_jpg.rf.69a8145776d7b67ceca8185d8be2a0b0.jpg,398,224,player,172,45,184,69
1-fps-2_00039_jpeg_jpg.rf.7f5fce9b6ea640dc66714dc5f95a00a5.jpg,398,224,football,153,59,159,66
1-fps-2_00719_jpeg_jpg.rf.c0adf3674659177656074d364ddb6303.jpg,398,224,player,235,138,253,171
1-fps-2_00210_jpeg_jpg.rf.8819b1f648dbcaa8da7173942a4d2e94.jpg,398,224,player,191,79,207,103
1-fps-2_00356_jpeg_jpg.rf.68daf01718679f2b76487432f9a0eb9e.jpg,398,224,player,96,116,111,147
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00014_jpeg_jpg.rf.944bb8311f2a212a0ddaf06859dc8eca.jpg,1280,720,player,296,321,347,413
1-fps-2_00364_jpeg_jpg.rf.40ed631c876293f6cd532e8e9ffebf06.jpg,398,224,player,1,73,13,98
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,284,52,294,73
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,football,120,35,126,41
1-fps-2_00047_jpeg_jpg.rf.25bd4d79e9bf92ddb8bb1b3e40928bed.jpg,398,224,player,283,55,298,86
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00011_jpeg_jpg.rf.9bc9b6b850972861c6a81e673d624091.jpg,1280,720,player,710,374,746,455
1-fps-2_00010_jpeg_jpg.rf.ba94afc303dd8b3a06544a7dc067e18d.jpg,398,224,player,168,24,181,46
1-fps-2_00200_jpeg_jpg.rf.2bee9e339b5750cc867417e5ece82949.jpg,398,224,player,332,55,343,79
1-fps-2_00052_jpeg_jpg.rf.cd0eb0cbca58408510c3b1c61c15fd10.jpg,398,224,referee,292,128,314,159
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00002_jpeg_jpg.rf.87f63e46d5d368bc2274f2a520843a52.jpg,1280,720,player,28,398,70,478
1-fps-2_00210_jpeg_jpg.rf.8819b1f648dbcaa8da7173942a4d2e94.jpg,398,224,player,368,92,382,119
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00016_jpeg_jpg.rf.a97c904d4531184145dce9db96503807.jpg,1280,720,player,211,388,259,487
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00004_jpeg_jpg.rf.8fa79330342c04aa233fd11fd1529002.jpg,1280,720,player,214,534,260,652
1-fps-2_00274_jpeg_jpg.rf.1367a2d73024bd1aa51477e852c9ef1a.jpg,398,224,player,2,64,19,93
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,326,249,375,304
1-fps-2_00176_jpeg_jpg.rf.aeb98e5d1bdee522a341ce18443bf467.jpg,398,224,player,290,145,307,178
1-fps-2_00709_jpeg_jpg.rf.a81962a83ad73f3827fe33edc284517c.jpg,398,224,player,224,119,240,147
1-fps-2_00043_jpeg_jpg.rf.b0f35eab966277b6b7ad69504adb4209.jpg,398,224,player,152,65,168,96
1-fps-2_00006_jpeg_jpg.rf.7b568d113bc6df4e9b96f76122c5d7ca.jpg,398,224,player,25,80,39,104
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00022_jpeg_jpg.rf.dfdddd68af4d851171f723ce96948103.jpg,1280,720,player,574,469,623,576
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00015_jpeg_jpg.rf.b4e355cab3e6d3c88c098e9bcdd0c7df.jpg,1280,720,football,641,241,668,260
1-fps-2_00190_jpeg_jpg.rf.7c34e796b39b60186a7785459d8ef391.jpg,398,224,player,94,60,108,86
1-fps-2_00273_jpeg_jpg.rf.d9b6893e154624669dda2d7601749d23.jpg,398,224,football,290,97,300,105
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00050_jpeg_jpg.rf.a370f296518cb19d6bdc94583f7d7208.jpg,1280,720,player,1095,250,1144,347
1-fps-2_00047_jpeg_jpg.rf.25bd4d79e9bf92ddb8bb1b3e40928bed.jpg,398,224,referee,378,80,395,113
1-fps-2_00047_jpeg_jpg.rf.25bd4d79e9bf92ddb8bb1b3e40928bed.jpg,398,224,player,228,31,245,59
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00014_jpeg_jpg.rf.944bb8311f2a212a0ddaf06859dc8eca.jpg,1280,720,player,296,233,333,313
1-fps-2_00184_jpeg_jpg.rf.fe43edde3700299b32cacf7e1459dbce.jpg,398,224,player,264,99,283,130
1-fps-2_00716_jpeg_jpg.rf.4fe025b71626fe074ce496ce560f316b.jpg,398,224,player,289,101,309,130
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00065_jpeg_jpg.rf.9baa438761b3937948feac85c481f3c6.jpg,1280,720,player,279,409,315,524
1-fps-2_00042_jpeg_jpg.rf.3c88453e7513ef5b27779058daece3a3.jpg,398,224,player,352,79,368,103
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00045_jpeg_jpg.rf.48653772a7df35c2b1b91efe83a4b92b.jpg,1280,720,player,770,318,822,406
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00030_jpeg_jpg.rf.170972b796ca2e08fb4d3d2aac2a6dde.jpg,1280,720,referee,1191,279,1236,367
1-fps-2_00191_jpeg_jpg.rf.ee386e6daf0b9d5111ab746c8005c763.jpg,398,224,player,41,56,59,80
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,391,319,457,418
1-fps-2_00272_jpeg_jpg.rf.498a00d49bfc2420c235f7ca6a76f3f6.jpg,398,224,player,88,45,102,72
1-fps-2_00191_jpeg_jpg.rf.ee386e6daf0b9d5111ab746c8005c763.jpg,398,224,player,117,72,128,96
1-fps-2_00008_jpeg_jpg.rf.e7c88f759d70d12e5ebf0ff4594c34a7.jpg,398,224,player,123,82,143,109
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00014_jpeg_jpg.rf.944bb8311f2a212a0ddaf06859dc8eca.jpg,1280,720,player,683,267,721,350
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00029_jpeg_jpg.rf.c2ca07013e284dcf76879aa91695df38.jpg,1280,720,player,595,222,663,282
1-fps-2_00124_jpeg_jpg.rf.9055e5b3dbd74c1efec2e3f9a6172a67.jpg,398,224,player,202,90,210,112
1-fps-2_00192_jpeg_jpg.rf.b038ef05a1ed48a5e0d0e619b91e0995.jpg,398,224,player,126,79,139,105
1-fps-2_00210_jpeg_jpg.rf.8819b1f648dbcaa8da7173942a4d2e94.jpg,398,224,football,162,69,170,76
1-fps-2_00176_jpeg_jpg.rf.aeb98e5d1bdee522a341ce18443bf467.jpg,398,224,player,193,186,211,219
1-fps-2_00278_jpeg_jpg.rf.c5955f23015cd3e673128d993a145c64.jpg,398,224,player,0,8,9,31
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00045_jpeg_jpg.rf.48653772a7df35c2b1b91efe83a4b92b.jpg,1280,720,football,612,315,634,334
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00012_jpeg_jpg.rf.5c7b7b7bd7882879f659c31b31c0e9d2.jpg,1280,720,player,319,446,357,548
1-fps-2_00048_jpeg_jpg.rf.88f427ce18057cd4ed9b07077e1b6c3e.jpg,398,224,player,298,122,312,158
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00015_jpeg_jpg.rf.b4e355cab3e6d3c88c098e9bcdd0c7df.jpg,1280,720,player,475,252,511,322
1-fps-2_00351_jpeg_jpg.rf.e48a620e0f979f44d280d88590edcdb0.jpg,398,224,player,327,45,340,66
1-fps-2_00719_jpeg_jpg.rf.c0adf3674659177656074d364ddb6303.jpg,398,224,player,241,59,256,86
1-fps-2_00210_jpeg_jpg.rf.8819b1f648dbcaa8da7173942a4d2e94.jpg,398,224,player,225,50,236,71
1-fps-2_00054_jpeg_jpg.rf.87c5e45b04e157ec1c901fa4ee2b8453.jpg,398,224,player,184,121,197,149
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00013_jpeg_jpg.rf.b3db5a00d7132c91b01909df234f8b6f.jpg,1280,720,player,666,366,712,451
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00022_jpeg_jpg.rf.dfdddd68af4d851171f723ce96948103.jpg,1280,720,player,567,291,600,379
1-fps-2_00355_jpeg_jpg.rf.5c37a5d78914305e5694bb673203f352.jpg,398,224,player,325,46,339,69
1-fps-2_00011_jpeg_jpg.rf.f5710d17ac548bac2b9d519f61b34941.jpg,398,224,player,122,62,136,85
1-fps-2_00181_jpeg_jpg.rf.4a4b5ff6f27e7d509957ac0ce9bd0a9f.jpg,398,224,player,315,71,332,94
1-fps-2_00354_jpeg_jpg.rf.67ab382f5323fb05f5dd473036b6c496.jpg,398,224,player,356,43,370,69
